#nm,g,r,i,z,dich,g+dich,r+dich,i+dich,z+dich
350,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
351,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
352,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
353,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
354,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
355,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
356,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
357,0.00193661,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
358,9.68E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
359,0.00193699,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
360,0.00193706,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
361,0.00193714,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
362,9.69E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
363,9.69E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
364,9.69E-04,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
365,0.00193832,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
366,0.00193857,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
367,0.00193855,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
368,0.0019387,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
369,0.00290856,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
370,0.00873049,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
371,0.0165021,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
372,0.0155352,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
373,0.0155371,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
374,0.0155409,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
375,0.0165175,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
376,0.0165183,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
377,0.0165186,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
378,0.0165191,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
379,0.0165212,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
380,0.0165231,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
381,0.0174975,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
382,0.017501,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
383,0.018476,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
384,0.0184764,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
385,0.0194509,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
386,0.0213981,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
387,0.0243181,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
388,0.0428024,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
389,0.107978,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
390,0.197484,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
391,0.236427,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
392,0.230626,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
393,0.271541,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
394,0.377656,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
395,0.485777,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
396,0.607518,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
397,0.974674,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
398,2.47218,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
399,7.61434,,,,,0.00E+00,0.00E+00,0.00E+00,0.00E+00
400,19.6021,,,,55.03,1.08E+01,0.00E+00,0.00E+00,0.00E+00
401,38.6088,,,,57.7335,2.23E+01,0.00E+00,0.00E+00,0.00E+00
402,60.4369,,,,60.437,3.65E+01,0.00E+00,0.00E+00,0.00E+00
403,79.3001,,,,64.461,5.11E+01,0.00E+00,0.00E+00,0.00E+00
404,91.2036,,,,68.485,6.25E+01,0.00E+00,0.00E+00,0.00E+00
405,96.0238,,,,73.4695,7.05E+01,0.00E+00,0.00E+00,0.00E+00
406,97.0819,,,,78.454,7.62E+01,0.00E+00,0.00E+00,0.00E+00
407,97.6248,,,,79.369,7.75E+01,0.00E+00,0.00E+00,0.00E+00
408,98.3895,,,,80.284,7.90E+01,0.00E+00,0.00E+00,0.00E+00
409,98.8765,,,,80.6205,7.97E+01,0.00E+00,0.00E+00,0.00E+00
410,98.7429,,,,80.957,7.99E+01,0.00E+00,0.00E+00,0.00E+00
411,98.2146,,,,82.813,8.13E+01,0.00E+00,0.00E+00,0.00E+00
412,97.9113,,,,84.669,8.29E+01,0.00E+00,0.00E+00,0.00E+00
413,98.1031,,,,87.469,8.58E+01,0.00E+00,0.00E+00,0.00E+00
414,98.3301,,,,90.269,8.88E+01,0.00E+00,0.00E+00,0.00E+00
415,98.0366,,,,90.958,8.92E+01,0.00E+00,0.00E+00,0.00E+00
416,97.4471,,,,91.647,8.93E+01,0.00E+00,0.00E+00,0.00E+00
417,97.238,,,,91.853,8.93E+01,0.00E+00,0.00E+00,0.00E+00
418,97.6953,,,,92.059,8.99E+01,0.00E+00,0.00E+00,0.00E+00
419,98.3453,,,,93.0685,9.15E+01,0.00E+00,0.00E+00,0.00E+00
420,98.7008,,,,94.078,9.29E+01,0.00E+00,0.00E+00,0.00E+00
421,98.5848,,,,95.914,9.46E+01,0.00E+00,0.00E+00,0.00E+00
422,98.3995,,,,97.75,9.62E+01,0.00E+00,0.00E+00,0.00E+00
423,98.3283,,,,98.0175,9.64E+01,0.00E+00,0.00E+00,0.00E+00
424,98.301,,,,98.285,9.66E+01,0.00E+00,0.00E+00,0.00E+00
425,98.1851,,,,97.8805,9.61E+01,0.00E+00,0.00E+00,0.00E+00
426,98.0428,,,,97.476,9.56E+01,0.00E+00,0.00E+00,0.00E+00
427,98.0194,,,,97.314,9.54E+01,0.00E+00,0.00E+00,0.00E+00
428,98.1127,,,,97.152,9.53E+01,0.00E+00,0.00E+00,0.00E+00
429,98.1327,,,,97.354,9.55E+01,0.00E+00,0.00E+00,0.00E+00
430,97.9053,,,,97.556,9.55E+01,0.00E+00,0.00E+00,0.00E+00
431,97.5275,,,,98.081,9.57E+01,0.00E+00,0.00E+00,0.00E+00
432,97.3396,,,,98.606,9.60E+01,0.00E+00,0.00E+00,0.00E+00
433,97.5585,,,,98.8545,9.64E+01,0.00E+00,0.00E+00,0.00E+00
434,98.1533,,,,99.103,9.73E+01,0.00E+00,0.00E+00,0.00E+00
435,98.7817,,,,98.85,9.76E+01,0.00E+00,0.00E+00,0.00E+00
436,99.0726,,,,98.597,9.77E+01,0.00E+00,0.00E+00,0.00E+00
437,98.9448,,,,98.292,9.73E+01,0.00E+00,0.00E+00,0.00E+00
438,98.5865,,,,97.987,9.66E+01,0.00E+00,0.00E+00,0.00E+00
439,98.3229,,,,97.982,9.63E+01,0.00E+00,0.00E+00,0.00E+00
440,98.3238,,,,97.977,9.63E+01,0.00E+00,0.00E+00,0.00E+00
441,98.514,,,,98.2565,9.68E+01,0.00E+00,0.00E+00,0.00E+00
442,98.6809,,,,98.536,9.72E+01,0.00E+00,0.00E+00,0.00E+00
443,98.7003,,,,98.8925,9.76E+01,0.00E+00,0.00E+00,0.00E+00
444,98.5871,,,,99.249,9.78E+01,0.00E+00,0.00E+00,0.00E+00
445,98.5167,,,,99.2495,9.78E+01,0.00E+00,0.00E+00,0.00E+00
446,98.6192,,,,99.25,9.79E+01,0.00E+00,0.00E+00,0.00E+00
447,98.8908,,,,99.0135,9.79E+01,0.00E+00,0.00E+00,0.00E+00
448,99.1897,,,,98.777,9.80E+01,0.00E+00,0.00E+00,0.00E+00
449,99.3674,,,,98.6725,9.80E+01,0.00E+00,0.00E+00,0.00E+00
450,99.3333,0.00292843,,,98.568,9.79E+01,2.89E-03,0.00E+00,0.00E+00
451,99.1401,0.00292809,,,98.6685,9.78E+01,2.89E-03,0.00E+00,0.00E+00
452,98.8893,0.00292797,,,98.769,9.77E+01,2.89E-03,0.00E+00,0.00E+00
453,98.6678,0.00292791,,,99.0435,9.77E+01,2.90E-03,0.00E+00,0.00E+00
454,98.5077,0.00292794,,,99.318,9.78E+01,2.91E-03,0.00E+00,0.00E+00
455,98.4205,0.00292857,,,99.512,9.79E+01,2.91E-03,0.00E+00,0.00E+00
456,98.3793,0.00292892,,,99.706,9.81E+01,2.92E-03,0.00E+00,0.00E+00
457,98.3881,0.00292897,,,99.726,9.81E+01,2.92E-03,0.00E+00,0.00E+00
458,98.4544,0.00292912,,,99.746,9.82E+01,2.92E-03,0.00E+00,0.00E+00
459,98.5421,0.00292949,,,99.664,9.82E+01,2.92E-03,0.00E+00,0.00E+00
460,98.6219,0.00293,,,99.582,9.82E+01,2.92E-03,0.00E+00,0.00E+00
461,98.6402,0.00390751,,,99.4285,9.81E+01,3.89E-03,0.00E+00,0.00E+00
462,98.5816,0.00390759,,,99.275,9.79E+01,3.88E-03,0.00E+00,0.00E+00
463,98.5138,0.00293129,,,99.1845,9.77E+01,2.91E-03,0.00E+00,0.00E+00
464,98.4648,0.00390888,,,99.094,9.76E+01,3.87E-03,0.00E+00,0.00E+00
465,98.4549,0.00390919,,,99.1225,9.76E+01,3.87E-03,0.00E+00,0.00E+00
466,98.4842,0.00390915,,,99.151,9.76E+01,3.88E-03,0.00E+00,0.00E+00
467,98.534,0.0039093,,,99.264,9.78E+01,3.88E-03,0.00E+00,0.00E+00
468,98.5992,0.00390999,,,99.377,9.80E+01,3.89E-03,0.00E+00,0.00E+00
469,98.6538,0.00391068,,,99.417,9.81E+01,3.89E-03,0.00E+00,0.00E+00
470,98.6829,0.00391129,,,99.457,9.81E+01,3.89E-03,0.00E+00,0.00E+00
471,98.6817,0.00391183,,,99.353,9.80E+01,3.89E-03,0.00E+00,0.00E+00
472,98.6553,0.00391194,,,99.249,9.79E+01,3.88E-03,0.00E+00,0.00E+00
473,98.5995,0.00391202,,,99.061,9.77E+01,3.88E-03,0.00E+00,0.00E+00
474,98.5691,0.00391221,,,98.873,9.75E+01,3.87E-03,0.00E+00,0.00E+00
475,98.5815,0.00391317,,,98.8345,9.74E+01,3.87E-03,0.00E+00,0.00E+00
476,98.6262,0.00391405,,,98.796,9.74E+01,3.87E-03,0.00E+00,0.00E+00
477,98.6535,0.00391435,,,98.91,9.76E+01,3.87E-03,0.00E+00,0.00E+00
478,98.6574,0.00391435,,,99.024,9.77E+01,3.88E-03,0.00E+00,0.00E+00
479,98.629,0.00391443,,,99.236,9.79E+01,3.88E-03,0.00E+00,0.00E+00
480,98.6063,0.00391497,,,99.448,9.81E+01,3.89E-03,0.00E+00,0.00E+00
481,98.5807,0.00391543,,,99.573,9.82E+01,3.90E-03,0.00E+00,0.00E+00
482,98.5678,0.0039157,,,99.698,9.83E+01,3.90E-03,0.00E+00,0.00E+00
483,98.5863,0.00391593,,,99.6925,9.83E+01,3.90E-03,0.00E+00,0.00E+00
484,98.5883,0.00391589,,,99.687,9.83E+01,3.90E-03,0.00E+00,0.00E+00
485,98.5695,0.00391635,,,99.6455,9.82E+01,3.90E-03,0.00E+00,0.00E+00
486,98.4805,0.00391631,,,99.604,9.81E+01,3.90E-03,0.00E+00,0.00E+00
487,98.3561,0.00391631,,,99.6035,9.80E+01,3.90E-03,0.00E+00,0.00E+00
488,98.2173,0.00391593,,,99.603,9.78E+01,3.90E-03,0.00E+00,0.00E+00
489,98.1389,0.00391604,,,99.65,9.78E+01,3.90E-03,0.00E+00,0.00E+00
490,98.1565,0.00391612,,,99.697,9.79E+01,3.90E-03,0.00E+00,0.00E+00
491,98.2638,0.00391704,,,99.771,9.80E+01,3.91E-03,0.00E+00,0.00E+00
492,98.3779,0.00391807,,,99.845,9.82E+01,3.91E-03,0.00E+00,0.00E+00
493,98.3907,0.00391803,,,99.891,9.83E+01,3.91E-03,0.00E+00,0.00E+00
494,98.2959,0.0039175,,,99.937,9.82E+01,3.92E-03,0.00E+00,0.00E+00
495,98.1501,0.00391723,,,99.9505,9.81E+01,3.92E-03,0.00E+00,0.00E+00
496,98.0244,0.00391788,,,99.964,9.80E+01,3.92E-03,0.00E+00,0.00E+00
497,98.0172,0.00391857,,,99.968,9.80E+01,3.92E-03,0.00E+00,0.00E+00
498,98.1465,0.00391865,,,99.972,9.81E+01,3.92E-03,0.00E+00,0.00E+00
499,98.3955,0.00489783,,,99.9715,9.84E+01,4.90E-03,0.00E+00,0.00E+00
500,98.6923,0.00489759,,,99.971,9.87E+01,4.90E-03,0.00E+00,0.00E+00
501,98.9469,0.00489836,,,99.967,9.89E+01,4.90E-03,0.00E+00,0.00E+00
502,99.0497,0.0205735,,,99.963,9.90E+01,2.06E-02,0.00E+00,0.00E+00
503,99.031,0.067606,,,99.954,9.90E+01,6.76E-02,0.00E+00,0.00E+00
504,98.93,0.10778,,,99.945,9.89E+01,1.08E-01,0.00E+00,0.00E+00
505,98.8418,0.0891685,,,99.9355,9.88E+01,8.91E-02,0.00E+00,0.00E+00
506,98.8036,0.0372348,,,99.926,9.87E+01,3.72E-02,0.00E+00,0.00E+00
507,98.7937,0.00979912,,,99.924,9.87E+01,9.79E-03,0.00E+00,0.00E+00
508,98.7632,0.00686012,,,99.922,9.87E+01,6.85E-03,0.00E+00,0.00E+00
509,98.6397,0.00686012,,,99.9285,9.86E+01,6.86E-03,0.00E+00,0.00E+00
510,98.4271,0.00685979,,,99.935,9.84E+01,6.86E-03,0.00E+00,0.00E+00
511,98.1743,0.00685972,,,99.946,9.81E+01,6.86E-03,0.00E+00,0.00E+00
512,97.9743,0.00686006,,,99.957,9.79E+01,6.86E-03,0.00E+00,0.00E+00
513,97.9035,0.00686086,,,99.965,9.79E+01,6.86E-03,0.00E+00,0.00E+00
514,97.9837,0.00588137,,,99.973,9.80E+01,5.88E-03,0.00E+00,0.00E+00
515,98.161,0.0058816,,,99.9765,9.81E+01,5.88E-03,0.00E+00,0.00E+00
516,98.364,0.00588126,,,99.98,9.83E+01,5.88E-03,0.00E+00,0.00E+00
517,98.4904,0.00686167,,,99.981,9.85E+01,6.86E-03,0.00E+00,0.00E+00
518,98.4806,0.00686194,,,99.982,9.85E+01,6.86E-03,0.00E+00,0.00E+00
519,98.3433,0.00784221,,,99.9815,9.83E+01,7.84E-03,0.00E+00,0.00E+00
520,98.1777,0.00980238,,,99.981,9.82E+01,9.80E-03,0.00E+00,0.00E+00
521,98.0073,0.0137227,,,99.975,9.80E+01,1.37E-02,0.00E+00,0.00E+00
522,97.9719,0.0137232,,,99.969,9.79E+01,1.37E-02,0.00E+00,0.00E+00
523,98.071,0.0147031,,,99.9605,9.80E+01,1.47E-02,0.00E+00,0.00E+00
524,98.2747,0.0156843,,,99.952,9.82E+01,1.57E-02,0.00E+00,0.00E+00
525,98.463,0.0166644,,,99.9405,9.84E+01,1.67E-02,0.00E+00,0.00E+00
526,98.552,0.0186271,,,99.929,9.85E+01,1.86E-02,0.00E+00,0.00E+00
527,98.5018,0.0215705,,,99.9225,9.84E+01,2.16E-02,0.00E+00,0.00E+00
528,98.3498,0.026474,,,99.916,9.83E+01,2.65E-02,0.00E+00,0.00E+00
529,98.1655,0.0343168,,,99.92,9.81E+01,3.43E-02,0.00E+00,0.00E+00
530,98.0488,0.0460834,,,99.924,9.80E+01,4.60E-02,0.00E+00,0.00E+00
531,98.0665,0.0637324,,,99.935,9.80E+01,6.37E-02,0.00E+00,0.00E+00
532,98.2272,0.0862855,,,99.946,9.82E+01,8.62E-02,0.00E+00,0.00E+00
533,98.4566,0.113743,,,99.9565,9.84E+01,1.14E-01,0.00E+00,0.00E+00
534,98.6839,0.14612,,,99.967,9.87E+01,1.46E-01,0.00E+00,0.00E+00
535,98.8065,0.183389,,,99.972,9.88E+01,1.83E-01,0.00E+00,0.00E+00
536,98.7898,0.226535,,,99.977,9.88E+01,2.26E-01,0.00E+00,0.00E+00
537,98.6448,0.282425,,,99.979,9.86E+01,2.82E-01,0.00E+00,0.00E+00
538,98.4427,0.354999,,,99.981,9.84E+01,3.55E-01,0.00E+00,0.00E+00
539,98.2516,0.454002,,,99.9815,9.82E+01,4.54E-01,0.00E+00,0.00E+00
540,98.1585,0.586384,,,99.982,9.81E+01,5.86E-01,0.00E+00,0.00E+00
541,98.1574,0.763898,,,99.981,9.81E+01,7.64E-01,0.00E+00,0.00E+00
542,98.216,1.00035,,,99.98,9.82E+01,1.00E+00,0.00E+00,0.00E+00
543,98.2729,1.31717,,,99.978,9.83E+01,1.32E+00,0.00E+00,0.00E+00
544,98.2719,1.7507,,,99.976,9.82E+01,1.75E+00,0.00E+00,0.00E+00
545,98.0726,2.36491,,,99.971,9.80E+01,2.36E+00,0.00E+00,0.00E+00
546,97.2711,3.2753,,,99.966,9.72E+01,3.27E+00,0.00E+00,0.00E+00
547,95.0126,4.69109,,,99.9545,9.50E+01,4.69E+00,0.00E+00,0.00E+00
548,89.9727,7.00496,,,99.943,8.99E+01,7.00E+00,0.00E+00,0.00E+00
549,80.9184,10.9245,,,99.918,8.09E+01,1.09E+01,0.00E+00,0.00E+00
550,67.7644,17.6045,,,99.893,6.77E+01,1.76E+01,0.00E+00,0.00E+00
551,52.2611,28.4344,,,99.846,5.22E+01,2.84E+01,0.00E+00,0.00E+00
552,37.2106,44.0104,,,99.799,3.71E+01,4.39E+01,0.00E+00,0.00E+00
553,24.859,62.4226,,,99.7375,2.48E+01,6.23E+01,0.00E+00,0.00E+00
554,15.9696,79.3056,,,99.676,1.59E+01,7.90E+01,0.00E+00,0.00E+00
555,10.1075,90.7381,,,99.634,1.01E+01,9.04E+01,0.00E+00,0.00E+00
556,6.42044,96.133,,,99.592,6.39E+00,9.57E+01,0.00E+00,0.00E+00
557,4.13683,97.7477,,,99.59,4.12E+00,9.73E+01,0.00E+00,0.00E+00
558,2.72055,98.0378,,,99.588,2.71E+00,9.76E+01,0.00E+00,0.00E+00
559,1.82764,98.14,,,99.62,1.82E+00,9.78E+01,0.00E+00,0.00E+00
560,1.25782,98.3095,,,99.652,1.25E+00,9.80E+01,0.00E+00,0.00E+00
561,0.885937,98.3939,,,99.6865,8.83E-01,9.81E+01,0.00E+00,0.00E+00
562,0.639749,98.3692,,,99.721,6.38E-01,9.81E+01,0.00E+00,0.00E+00
563,0.473022,98.2767,,,99.734,4.72E-01,9.80E+01,0.00E+00,0.00E+00
564,0.358187,98.1924,,,99.747,3.57E-01,9.79E+01,0.00E+00,0.00E+00
565,0.277723,98.209,,,99.737,2.77E-01,9.80E+01,0.00E+00,0.00E+00
566,0.220803,98.2934,,,99.727,2.20E-01,9.80E+01,0.00E+00,0.00E+00
567,0.180589,98.4228,,,99.693,1.80E-01,9.81E+01,0.00E+00,0.00E+00
568,0.150159,98.4984,,,99.659,1.50E-01,9.82E+01,0.00E+00,0.00E+00
569,0.128565,98.4837,,,99.596,1.28E-01,9.81E+01,0.00E+00,0.00E+00
570,0.112871,98.3835,,,99.533,1.12E-01,9.79E+01,0.00E+00,0.00E+00
571,0.101097,98.2666,,,99.439,1.01E-01,9.77E+01,0.00E+00,0.00E+00
572,0.0922582,98.1696,,,99.345,9.17E-02,9.75E+01,0.00E+00,0.00E+00
573,0.086371,98.1469,,,99.25,8.57E-02,9.74E+01,0.00E+00,0.00E+00
574,0.0824499,98.2077,,,99.155,8.18E-02,9.74E+01,0.00E+00,0.00E+00
575,0.0804829,98.3138,,,99.1315,7.98E-02,9.75E+01,0.00E+00,0.00E+00
576,0.0804892,98.4462,,,99.108,7.98E-02,9.76E+01,0.00E+00,0.00E+00
577,0.0814796,98.551,,,99.182,8.08E-02,9.77E+01,0.00E+00,0.00E+00
578,0.0844313,98.6138,,,99.256,8.38E-02,9.79E+01,0.00E+00,0.00E+00
579,0.0893295,98.6021,,,99.389,8.88E-02,9.80E+01,0.00E+00,0.00E+00
580,0.0962029,98.5795,,,99.522,9.57E-02,9.81E+01,0.00E+00,0.00E+00
581,0.104059,98.5658,,,99.636,1.04E-01,9.82E+01,0.00E+00,0.00E+00
582,0.11486,98.5736,,,99.75,1.15E-01,9.83E+01,0.00E+00,0.00E+00
583,0.128598,98.5943,,,99.8095,1.28E-01,9.84E+01,0.00E+00,0.00E+00
584,0.147239,98.6356,,,99.869,1.47E-01,9.85E+01,0.00E+00,0.00E+00
585,0.170799,98.6974,,,99.8955,1.71E-01,9.86E+01,0.00E+00,0.00E+00
586,0.204192,98.7572,,,99.922,2.04E-01,9.87E+01,0.00E+00,0.00E+00
587,0.252315,98.8081,,,99.935,2.52E-01,9.87E+01,0.00E+00,0.00E+00
588,0.31713,98.8336,,,99.948,3.17E-01,9.88E+01,0.00E+00,0.00E+00
589,0.386851,98.8385,,,99.955,3.87E-01,9.88E+01,0.00E+00,0.00E+00
590,0.421228,98.8365,,,99.962,4.21E-01,9.88E+01,0.00E+00,0.00E+00
591,0.383879,98.813,,,99.9665,3.84E-01,9.88E+01,0.00E+00,0.00E+00
592,0.287672,98.7904,,,99.971,2.88E-01,9.88E+01,0.00E+00,0.00E+00
593,0.182623,98.7904,,,99.9735,1.83E-01,9.88E+01,0.00E+00,0.00E+00
594,0.10702,98.7855,,,99.976,1.07E-01,9.88E+01,0.00E+00,0.00E+00
595,0.064805,98.7805,,,99.9775,6.48E-02,9.88E+01,0.00E+00,0.00E+00
596,0.0412395,98.7717,,,99.979,4.12E-02,9.88E+01,0.00E+00,0.00E+00
597,0.0284774,98.7578,,,99.9795,2.85E-02,9.87E+01,0.00E+00,0.00E+00
598,0.0216034,98.7382,,,99.98,2.16E-02,9.87E+01,0.00E+00,0.00E+00
599,0.016694,98.7126,,,99.98,1.67E-02,9.87E+01,0.00E+00,0.00E+00
600,0.0147294,98.691,0.00589177,,99.98,1.47E-02,9.87E+01,5.89E-03,0.00E+00
601,0.0127673,98.7027,0.00491048,,99.9795,1.28E-02,9.87E+01,4.91E-03,0.00E+00
602,0.0108031,98.7243,0.00491048,,99.979,1.08E-02,9.87E+01,4.91E-03,0.00E+00
603,0.00982067,98.742,0.00392827,,99.978,9.82E-03,9.87E+01,3.93E-03,0.00E+00
604,0.00982067,98.7685,0.00392827,,99.977,9.82E-03,9.87E+01,3.93E-03,0.00E+00
605,0.00883783,98.7853,0.00392792,,99.9755,8.84E-03,9.88E+01,3.93E-03,0.00E+00
606,0.00883739,98.806,0.00392773,,99.974,8.84E-03,9.88E+01,3.93E-03,0.00E+00
607,0.00785515,98.8158,0.00392758,,99.971,7.85E-03,9.88E+01,3.93E-03,0.00E+00
608,0.00785615,98.852,0.00392808,,99.968,7.85E-03,9.88E+01,3.93E-03,0.00E+00
609,0.00785677,98.8814,0.00392839,,99.963,7.85E-03,9.88E+01,3.93E-03,0.00E+00
610,0.00785747,98.9147,0.00392873,,99.958,7.85E-03,9.89E+01,3.93E-03,0.00E+00
611,0.00785669,98.9374,0.00392835,,99.95,7.85E-03,9.89E+01,3.93E-03,0.00E+00
612,0.00785631,98.9531,0.00392815,,99.942,7.85E-03,9.89E+01,3.93E-03,0.00E+00
613,0.00785685,98.9786,0.00392842,,99.932,7.85E-03,9.89E+01,3.93E-03,0.00E+00
614,0.00785801,99.0178,0.003929,,99.922,7.85E-03,9.89E+01,3.93E-03,0.00E+00
615,0.00785901,99.0363,0.0039295,,99.911,7.85E-03,9.89E+01,3.93E-03,0.00E+00
616,0.00785855,99.0304,0.00392927,,99.9,7.85E-03,9.89E+01,3.93E-03,0.00E+00
617,0.00884008,99.0129,0.00491116,,99.8915,8.83E-03,9.89E+01,4.91E-03,0.00E+00
618,0.00884034,98.9922,0.0049113,,99.883,8.83E-03,9.89E+01,4.91E-03,0.00E+00
619,0.00982318,98.9823,0.00589391,,99.881,9.81E-03,9.89E+01,5.89E-03,0.00E+00
620,0.0108054,98.9705,0.00589385,,99.879,1.08E-02,9.89E+01,5.89E-03,0.00E+00
621,0.0117875,98.9598,0.00687603,,99.884,1.18E-02,9.88E+01,6.87E-03,0.00E+00
622,0.0127708,98.942,0.00785893,,99.889,1.28E-02,9.88E+01,7.85E-03,0.00E+00
623,0.0147358,98.9096,0.00884147,,99.8995,1.47E-02,9.88E+01,8.83E-03,0.00E+00
624,0.0167027,98.8888,0.00982511,,99.91,1.67E-02,9.88E+01,9.82E-03,0.00E+00
625,0.01965,98.8583,0.01179,,99.9205,1.96E-02,9.88E+01,1.18E-02,0.00E+00
626,0.0245625,98.8279,0.0127725,,99.931,2.45E-02,9.88E+01,1.28E-02,0.00E+00
627,0.0314404,98.8121,0.0137552,,99.939,3.14E-02,9.88E+01,1.37E-02,0.00E+00
628,0.0432309,98.8072,0.0157203,,99.947,4.32E-02,9.88E+01,1.57E-02,0.00E+00
